,track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
8590,Volare,Bobby Rydell,0.498,0.648,9,-6.355,0,0.0339,0.596,0.0,0.094,0.904,130.014,146067,4,58.74726,7,1,60
8591,The Ballad Of Jed Clampett,Flatt & Scruggs,0.544,0.538,9,-12.058,1,0.035,0.194,0.000142,0.392,0.947,136.92,123667,4,37.73994,7,1,60
8592,Jack And Jill,Tommy Roe,0.702,0.632,7,-9.533,1,0.0767,0.0614,0.0,0.0843,0.741,101.005,163000,4,24.76919,7,1,60
8594,Nothing Can Stop Me,Gene Chandler,0.609,0.501,1,-9.324,1,0.0505,0.276,0.0,0.362,0.719,119.788,179267,4,53.87124,9,1,60
8595,Gypsy Woman,The Impressions,0.592,0.33,8,-13.945,0,0.0669,0.566,0.0,0.217,0.746,119.491,141840,4,38.87931,9,1,60
8596,Easy Lovin',Wade Flemons,0.575,0.356,5,-7.429,1,0.0294,0.886,0.0,0.0641,0.763,106.452,140733,3,40.83804,7,1,60
8598,Close Your Eyes,Peaches & Herb,0.489,0.208,7,-14.906,1,0.0306,0.653,1.87e-06,0.102,0.48,81.489,154173,3,76.0106,5,1,60
8603,Security,Etta James,0.694,0.726,1,-6.335,0,0.0446,0.383,5.59e-05,0.0897,0.853,111.483,150933,4,39.73771,7,1,60
8604,Take Good Care Of Her,Adam Wade,0.365,0.241,11,-13.078,1,0.0321,0.837,0.0,0.349,0.339,114.302,154920,4,17.84553,8,1,60
8609,I've Been Lonely Too Long,The Young Rascals,0.657,0.397,2,-15.622,1,0.0501,0.0473,6.78e-05,0.0887,0.73,125.347,181333,4,22.79037,11,1,60
8611,We Could,Al Martino,0.479,0.38,9,-12.492,1,0.0369,0.718,3.85e-05,0.239,0.658,114.12,169693,3,21.2982,9,1,60
8612,Percolator (Twist),Billy Joe & The Checkmates,0.717,0.549,6,-12.272,1,0.252,0.719,0.474,0.0746,0.695,148.628,135987,4,53.32331,6,1,60
8613,You've Made Me So Very Happy,"Blood, Sweat & Tears",0.414,0.501,3,-9.105,0,0.0443,0.253,0.0,0.353,0.452,95.837,258733,4,27.76456,12,1,60
8615,Runnin' Blue,The Doors,0.67,0.388,2,-12.367,1,0.0351,0.37,0.0,0.0688,0.795,111.83,147880,4,28.68898,7,1,60
8619,I Put A Spell On You,Creedence Clearwater Revival,0.391,0.732,4,-8.188,0,0.0295,0.00471,0.121,0.0979,0.622,100.354,271787,4,37.91266,10,1,60
8620,When My Little Girl Is Smiling,The Drifters,0.323,0.696,3,-4.352,1,0.0433,0.517,0.0,0.102,0.631,80.01,153253,4,27.27735,6,1,60
8621,You Put It On Me,B.B. King,0.557,0.309,1,-12.379,1,0.145,0.35,0.0111,0.0624,0.549,84.249,166267,3,52.657,10,1,60
8622,All I Could Do Was Cry,Etta James,0.371,0.244,8,-8.968,1,0.03,0.725,8.87e-05,0.456,0.51,173.908,175627,3,29.11953,9,1,60
8625,Smile A Little Smile For Me,The Flying Machine,0.616,0.381,0,-11.528,1,0.0298,0.504,0.0,0.29,0.488,89.766,175909,4,24.46825,8,1,60
8626,Have I Stayed Too Long,Sonny & Cher,0.314,0.537,10,-10.627,1,0.0258,0.0846,0.0,0.0959,0.215,172.98,225600,4,40.16942,11,1,60
8628,Bristol Twistin' Annie,The Dovells,0.396,0.55,9,-7.346,1,0.208,0.106,0.0,0.0817,0.611,203.274,134533,4,39.59925,8,1,60
8630,California Girls,The Beach Boys,0.503,0.62,11,-6.069,1,0.0295,0.471,0.0,0.159,0.713,116.595,160360,4,23.80881,9,1,60
8631,Elenore,The Turtles,0.63,0.625,4,-8.407,1,0.0375,0.6,1.52e-05,0.24,0.887,122.504,151307,4,36.61887,8,1,60
8632,Respect,The Rationals,0.496,0.707,7,-7.095,1,0.0371,0.00675,0.0,0.35,0.86,126.853,160267,4,32.72728,10,1,60
8635,What's Easy For Two Is So Hard For One,Mary Wells,0.627,0.49,2,-9.399,1,0.0702,0.632,0.00171,0.316,0.895,133.975,173267,4,47.37986,9,1,60
8646,Gotta Find A Way,The Moments,0.44,0.376,5,-10.939,1,0.0482,0.348,0.0,0.0815,0.358,130.438,218333,4,34.90979,12,1,70
8648,Beautiful Sunday,Daniel Boone,0.676,0.463,9,-13.155,1,0.0306,0.309,0.0,0.288,0.91,121.923,182133,4,36.28697,7,1,70
8649,The Man With The Child In His Eyes,Kate Bush,0.249,0.261,0,-10.592,1,0.0334,0.962,0.00154,0.136,0.195,90.007,158693,4,33.62341,8,1,70
8650,Psychedelic Shack,The Temptations,0.663,0.822,5,-13.119,0,0.059,0.199,8.69e-06,0.0626,0.818,108.94,230293,4,60.05568,8,1,70
8651,Tell It Like It Is,Andy Williams,0.522,0.44,6,-13.258,0,0.035,0.434,0.0,0.218,0.295,97.475,159760,3,38.69467,7,1,70
8653,Listen Here,Brian Auger & The Trinity,0.62,0.779,0,-10.159,1,0.0407,0.00454,0.86,0.0952,0.96,134.501,568827,4,22.63804,19,1,70
8654,Long Live Rock,The Who,0.465,0.84,2,-6.608,1,0.0489,0.327,0.00113,0.222,0.579,129.436,236573,4,30.00396,11,1,70
8657,Hot Line,The Sylvers,0.831,0.967,2,-3.207,1,0.0556,0.24,1.03e-06,0.109,0.966,132.824,183320,4,22.0145,10,1,70
8658,Willie And The Hand Jive,Eric Clapton,0.821,0.259,9,-17.039,1,0.402,0.248,0.0162,0.0847,0.737,90.915,209853,4,43.44884,11,1,70
8660,Greenwood Mississippi,Little Richard,0.727,0.611,7,-14.611,0,0.0372,0.125,2.98e-05,0.0541,0.951,127.357,212520,4,60.15212,7,1,70
8661,Don't Hide Your Love,Cher,0.495,0.34,9,-14.689,1,0.0394,0.463,0.0,0.146,0.751,149.364,171573,4,29.10788,10,1,70
8662,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,0.604,0.357,6,-11.419,1,0.0269,0.0311,0.0,0.0927,0.638,100.721,185293,4,21.60974,9,1,70
8664,Miss You,The Rolling Stones,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,288667,4,45.45196,15,1,70
8665,Funky Man,Kool & The Gang,0.699,0.725,2,-9.315,1,0.18,0.0862,0.0153,0.0584,0.741,109.862,189413,4,53.87844,8,1,70
8666,Make It With You,The Whispers,0.747,0.705,0,-11.036,1,0.0541,0.00643,3.9e-05,0.0412,0.822,116.184,303000,4,27.72172,14,1,70
8668,This Old Man,Purple Reign,0.659,0.717,0,-11.55,1,0.0548,0.237,0.00735,0.0876,0.879,122.309,161784,4,31.89382,8,1,70
8669,Miss America,Mark Lindsay,0.238,0.384,8,-13.17,0,0.0366,0.695,0.0,0.327,0.333,176.981,212573,4,34.3477,8,1,70
8670,Ain't That Loving You (For More Reasons Than One),Luther Ingram,0.536,0.544,8,-7.316,1,0.0571,0.159,0.0,0.057,0.398,123.841,250973,4,35.46591,13,1,70
8671,Hot Number,Foxy,0.838,0.89,9,-3.561,1,0.0907,0.216,0.101,0.0674,0.976,140.118,242616,4,26.69008,11,1,70
8672,Slow Ride,Foghat,0.493,0.586,2,-13.916,1,0.046,0.0202,0.00106,0.102,0.656,113.618,232533,4,20.22118,10,1,70
8674,Sing A Song For Freedom,Frijid Pink,0.56,0.529,2,-11.598,1,0.0527,0.659,8.28e-06,0.172,0.859,168.689,179760,4,35.17276,10,1,70
8675,Rock Steady,Aretha Franklin,0.749,0.752,7,-10.3,1,0.126,0.0108,0.0954,0.235,0.887,104.7,193573,4,44.2073,7,1,70
8677,Rumour Has It,Donna Summer,0.903,0.714,2,-12.426,1,0.0431,0.0109,0.000187,0.0745,0.979,130.669,294104,4,33.73541,16,1,70
8678,Blue Bayou,Linda Ronstadt,0.732,0.161,11,-12.817,1,0.0306,0.739,0.000379,0.105,0.5,95.21,239400,4,31.84912,12,1,70
8679,Nights On Broadway,Bee Gees,0.573,0.641,5,-9.196,1,0.0443,0.235,0.00414,0.859,0.613,88.862,271373,4,41.26383,12,1,70
8681,Lady Eleanor,Lindisfarne,0.498,0.336,11,-13.815,0,0.0379,0.295,3.44e-05,0.0794,0.346,105.447,255427,4,81.24507,13,1,70
8683,Hooked On A Feeling,Blue Swede,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,172867,4,54.952,6,1,70
8684,"Pinball Wizard/See Me, Feel Me",The New Seekers,0.475,0.468,6,-11.869,1,0.0427,0.229,1.83e-06,0.536,0.542,130.239,183667,4,43.45311,8,1,70
8685,Do What You Wanna Do,Five Flights Up,0.555,0.377,1,-11.634,1,0.0278,0.6,0.0,0.147,0.415,75.822,153160,4,28.68919,8,1,70
8686,Right Down The Line,Gerry Rafferty,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,267773,4,56.22086,10,1,70
8687,Macho Man,Village People,0.745,0.593,5,-12.33,1,0.0439,0.0523,0.0,0.582,0.888,132.897,314800,4,44.76883,12,1,70
8688,I'd Really Love To See You Tonight,England Dan & John Ford Coley,0.62,0.556,5,-12.044,1,0.0336,0.184,0.0,0.301,0.592,119.172,159107,4,34.3009,9,1,70
8690,How Long,Ace,0.717,0.406,0,-13.954,0,0.0305,0.587,0.103,0.0869,0.703,123.213,204227,4,30.59682,9,1,70
8691,I Am Somebody,Jimmy James & The Vagabonds,0.838,0.548,9,-8.239,1,0.0507,0.0025,0.033,0.0884,0.741,121.773,305800,4,54.59267,12,1,70
8692,Can The Can,Suzi Quatro,0.646,0.831,10,-6.011,0,0.16,0.017,0.91,0.422,0.593,133.431,214400,4,69.23854,9,1,70
8695,That's Where The Happy People Go,The Trammps,0.696,0.713,5,-13.814,1,0.0504,0.0491,0.015,0.299,0.395,123.068,474267,4,71.2403,14,1,70
8697,Walk On,Neil Young,0.415,0.463,9,-9.339,1,0.0355,0.657,1.57e-06,0.159,0.665,171.608,162120,4,55.29131,8,1,70
8698,We're On The Right Track,South Shore Commission,0.656,0.823,7,-9.809,1,0.0792,0.0434,1.43e-05,0.666,0.602,120.6,292000,4,74.5337,14,1,70
8700,7-6-5-4-3-2-1 (Blow Your Whistle),Gary Toms Empire,0.717,0.695,1,-9.941,1,0.0972,0.0148,5.51e-05,0.132,0.693,116.39,306973,4,118.28767,11,1,70
8701,Sing For The Day,Styx,0.247,0.46,2,-13.513,1,0.0353,0.0867,0.0,0.0858,0.401,67.63,301200,4,42.32824,13,1,70
8703,After Midnight,Maggie Bell,0.636,0.833,2,-7.231,1,0.0323,0.274,0.000175,0.0852,0.879,94.604,158160,4,52.91493,8,1,70
8704,One Way Or Another,Blondie,0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272,217364,4,23.80629,10,1,70
8706,We're All Alone,Rita Coolidge,0.332,0.429,7,-8.376,1,0.0287,0.356,3.18e-05,0.0619,0.239,128.073,220520,4,26.55971,10,1,70
8709,Love Me Again,Rita Coolidge,0.529,0.326,8,-10.462,1,0.0317,0.604,3.14e-05,0.129,0.133,141.21,217373,4,33.54182,12,1,70
8710,"Money, Money, Money",ABBA,0.756,0.741,9,-6.426,0,0.0364,0.43,0.00113,0.0807,0.691,120.445,186787,4,39.84122,7,1,70
8711,Steal Away,Johnnie Taylor,0.523,0.302,7,-17.6,0,0.0631,0.214,0.0,0.104,0.837,165.091,208133,4,29.85357,10,1,70
8713,Paper Roses,Marie Osmond,0.359,0.504,8,-10.555,1,0.0349,0.272,1.52e-05,0.332,0.73,114.172,158973,4,35.70445,10,1,70
8714,Bridget The Midget (The Queen Of The Blues),Ray Stevens,0.341,0.703,5,-15.473,0,0.13,0.611,0.000308,0.905,0.725,181.658,219240,4,48.47382,11,1,70
8716,Stoned To The Bone - Part 1,James Brown,0.859,0.725,0,-10.789,1,0.0819,0.23,0.000208,0.035,0.86,99.371,208067,4,22.67362,6,1,70
8717,Jingle Jangle,The Archies,0.625,0.472,2,-11.18,1,0.0387,0.0368,0.0,0.148,0.617,109.302,162151,4,27.22585,9,1,70
8718,For A While,Mary Macgregor,0.57,0.469,0,-9.233,1,0.0291,0.62,0.00436,0.194,0.598,137.718,174890,4,45.53626,12,1,70
8719,You Take My Breath Away,Rex Smith,0.313,0.6,11,-7.913,1,0.0357,0.476,2.56e-05,0.523,0.272,141.912,197453,4,20.86947,8,1,70
8720,Rock Island Line,Johnny Cash,0.6,0.601,1,-9.165,1,0.244,0.523,0.0,0.123,0.653,125.262,129585,4,23.95848,7,1,70
8722,Good Morning Judge,10cc,0.737,0.642,9,-9.492,1,0.0916,0.0185,0.00415,0.0726,0.467,106.742,174667,4,42.56191,9,1,70
8724,Outside Woman,Bloodstone,0.393,0.45,6,-10.626,0,0.131,0.0216,8.21e-05,0.443,0.389,149.67,217333,3,31.32584,12,1,70
8726,Dance Away,Roxy Music,0.804,0.688,0,-5.893,0,0.0632,0.0662,0.000112,0.0392,0.942,123.002,228267,4,25.11736,8,1,70
8730,School's Out,Alice Cooper,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,210107,4,37.09728,11,1,70
8734,I'd Rather Love You,Charley Pride,0.492,0.35,9,-11.091,1,0.0272,0.689,0.0,0.21,0.384,103.818,168400,4,29.32693,8,1,70
8735,Take The Long Way Home,Supertramp,0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,308853,4,41.58238,11,1,70
8736,People Gotta Move,Gino Vannelli,0.739,0.621,7,-13.604,1,0.0452,0.215,0.0161,0.0557,0.721,117.11,201600,4,50.59467,10,1,70
8738,Bold Soul Sister,Ike & Tina Turner,0.775,0.688,3,-12.959,1,0.0699,0.224,0.0411,0.117,0.93,94.143,158508,4,42.2136,8,1,70
8739,Monster,Steppenwolf,0.441,0.542,7,-12.444,1,0.0439,0.131,2.38e-05,0.103,0.37,111.545,556427,4,52.15217,18,1,70
8741,Shambala,B.W. Stevenson,0.716,0.717,2,-10.368,1,0.0395,0.345,0.0,0.06,0.892,120.965,149600,4,32.73596,9,1,70
8742,Shower The People,James Taylor,0.675,0.448,2,-11.52,0,0.0235,0.32,0.0,0.0825,0.568,98.499,271707,4,42.36168,12,1,70
8744,Swearin' To God,Frankie Valli,0.667,0.785,1,-7.364,1,0.0635,0.288,0.000122,0.0597,0.73,108.921,245333,4,31.77575,15,1,70
8746,Bitter Bad,Melanie,0.572,0.596,3,-10.884,1,0.0294,0.406,0.0,0.222,0.943,139.984,153573,4,28.76059,6,1,70
8749,Have You Never Been Mellow,Olivia Newton-John,0.542,0.324,0,-14.07,1,0.0329,0.566,2.27e-06,0.0876,0.421,121.802,213533,4,31.98566,10,1,70
8751,Another Night,The Hollies,0.727,0.814,9,-5.517,0,0.0294,0.113,0.0193,0.155,0.87,110.776,237520,4,23.1149,13,1,70
8753,Like A Sad Song,John Denver,0.387,0.0287,7,-18.887,1,0.0389,0.945,1.58e-05,0.139,0.162,70.639,222267,4,35.25165,11,1,70
8755,Rock And Roll Music,The Beach Boys,0.694,0.722,4,-5.505,1,0.128,0.297,0.0,0.0383,0.961,143.942,150933,4,62.10272,6,1,70
8757,Am I Losing You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,0.524,0.491,7,-11.652,1,0.0279,0.611,0.0,0.219,0.936,139.873,143773,4,21.03467,7,1,70
8759,Gonna Give Her All The Love I've Got,Marvin Gaye,0.657,0.568,10,-9.895,1,0.0279,0.478,0.0,0.101,0.941,96.67,200800,4,39.45978,8,1,70
8760,Houston (I'm Comin' To See You),Glen Campbell,0.369,0.484,2,-7.682,1,0.0261,0.0806,1.23e-05,0.237,0.36,79.31,200907,4,37.01396,10,1,70
8761,Just My Imagination (Running Away With Me),The Temptations,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,228160,4,60.7341,11,1,70
8762,D.O.A.,Bloodrock,0.344,0.433,4,-7.869,0,0.0329,0.636,0.0,0.373,0.0397,133.468,274987,4,45.15323,9,1,70
8763,One Way Sunday,Mark-Almond,0.543,0.136,7,-19.197,1,0.0389,0.94,0.127,0.107,0.362,114.261,334667,4,28.78171,14,1,70
8765,Golden Years,David Bowie,0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287,243280,4,77.07154,8,1,70
8769,My Boy,Elvis Presley,0.42,0.0235,0,-17.663,1,0.0728,0.934,0.00674,0.136,0.252,85.08,153267,4,28.571,8,1,70
8770,I Get High On You,Sly Stone,0.545,0.843,5,-9.717,1,0.0587,0.0919,0.00243,0.559,0.629,97.817,192373,4,21.69026,11,1,70
8771,Let Me Get To Know You,Paul Anka,0.536,0.614,6,-8.293,1,0.0331,0.283,0.0,0.336,0.527,106.333,202800,4,26.32551,10,1,70
8772,I Want'a Do Something Freaky To You,Leon Haywood,0.574,0.441,6,-15.258,0,0.0306,0.255,0.00316,0.229,0.911,92.158,303133,4,32.20047,16,1,70
8774,The World Is A Ghetto,War,0.671,0.497,6,-9.469,0,0.0441,0.0546,0.000251,0.0718,0.498,91.795,247280,4,21.64478,10,1,70
8776,Na Na Hey Hey Kiss Him Goodbye,Steam,0.637,0.916,7,-6.95,1,0.0458,0.0139,2.27e-05,0.21,0.506,114.987,247173,4,43.50466,8,1,70
8783,Feel The Beat (Everybody Disco),Ohio Players,0.633,0.847,9,-13.562,1,0.0571,0.000791,0.77,0.0781,0.681,126.459,192387,4,47.14237,9,1,70
8784,Lonely Teardrops,Brian Hyland,0.438,0.609,7,-8.28,1,0.029,0.424,0.000143,0.0615,0.874,137.704,192907,4,27.83348,8,1,70
8788,(Bringing Out) The Girl In Me,Maxine Nightingale,0.713,0.756,9,-7.698,1,0.0401,0.752,2.22e-06,0.178,0.945,116.153,210973,4,33.07233,9,1,70
8790,Sorry Seems To Be The Hardest Word,Elton John,0.433,0.221,7,-12.774,0,0.0301,0.839,1.99e-06,0.207,0.133,127.692,228227,4,57.10401,11,1,70
8792,Cheeseburger In Paradise,Jimmy Buffett,0.698,0.689,2,-12.529,1,0.0577,0.167,0.000119,0.0692,0.972,139.997,176093,4,64.93475,9,1,70
8795,No One To Depend On,Santana,0.576,0.687,0,-10.941,1,0.0391,0.05,0.0199,0.129,0.73,111.034,331333,4,28.90085,10,1,70
8796,Fell For You,The Dramatics,0.402,0.459,0,-13.261,1,0.0806,0.461,0.0163,0.1,0.655,173.48,205747,4,77.72385,9,1,70
8797,Reminiscing,Little River Band,0.54,0.465,7,-11.259,1,0.0302,0.652,0.00544,0.132,0.341,94.731,253080,4,22.42837,15,1,70
8798,Let's Get Crazy Tonight,Rupert Holmes,0.784,0.691,5,-8.426,1,0.0309,0.0639,4.7e-06,0.07,0.965,113.804,212987,4,32.64688,10,1,70
8799,A Dream Goes On Forever,Todd Rundgren,0.602,0.375,0,-12.308,1,0.0329,0.114,1.86e-06,0.0815,0.815,91.202,145160,4,37.13993,6,1,70
8802,Goin' Home,The Osmonds,0.517,0.836,2,-11.008,1,0.0314,0.122,0.0174,0.175,0.96,144.569,148867,4,38.6947,8,1,70
8803,Cool Change,Little River Band,0.388,0.368,9,-10.984,1,0.0289,0.319,2.02e-06,0.0992,0.175,128.527,313320,4,27.96229,10,1,70
8805,Action,Sweet,0.325,0.852,2,-6.644,1,0.0504,0.0474,0.00245,0.0781,0.636,174.799,200360,4,39.93377,9,1,70
8807,Good Timin',The Beach Boys,0.568,0.431,11,-8.376,0,0.0272,0.485,0.000147,0.216,0.457,112.042,134373,3,45.32234,6,1,70
8808,Thinking Of You,Loggins & Messina,0.625,0.509,2,-15.562,1,0.0293,0.231,3.48e-05,0.122,0.973,125.045,138773,4,24.01598,8,1,70
8809,Rocky Mountain Way,Joe Walsh,0.493,0.376,4,-15.045,1,0.0435,0.0241,0.792,0.102,0.419,86.47,315400,4,49.44762,14,1,70
8812,Since I Met You Baby,Freddy Fender,0.786,0.396,5,-9.38,1,0.0303,0.52,0.00984,0.172,0.712,119.794,191007,3,60.98719,9,1,70
8814,My Eyes Get Blurry,Kenny Nolan,0.475,0.39,2,-11.559,1,0.0318,0.694,5.01e-06,0.0592,0.378,84.187,242867,4,54.67237,10,1,70
8816,Josie,Kris Kristofferson,0.687,0.352,2,-14.317,1,0.028,0.45,0.0,0.172,0.615,96.99,191787,4,22.51146,9,1,70
8817,Everything's Coming Up Love,David Ruffin,0.689,0.856,5,-7.581,1,0.0408,0.198,7.25e-06,0.454,0.823,107.025,295107,4,22.55018,9,1,70
8823,Smokin' In The Boy's Room,Brownsville Station,0.575,0.756,2,-9.414,1,0.0544,0.735,0.0401,0.0755,0.844,127.434,176453,4,36.33151,11,1,70
8824,I'll Hold Out My Hand,The Clique,0.562,0.715,2,-8.481,1,0.0272,0.522,0.0,0.185,0.908,102.009,157467,4,28.6427,8,1,70
8825,So You Win Again,Hot Chocolate,0.706,0.538,9,-9.188,1,0.0406,0.527,0.143,0.388,0.815,104.899,271427,4,46.25552,11,1,70
8826,Layla,Derek & The Dominos,0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,423840,4,23.94016,15,1,70
8828,Superman,Donna Fargo,0.607,0.668,11,-11.682,1,0.039,0.503,3.68e-06,0.333,0.96,99.645,147173,4,28.18459,7,1,70
8830,Spider Jiving,Andy Fairweather Low,0.598,0.748,2,-5.237,1,0.0419,0.317,2.27e-05,0.0649,0.878,156.782,180467,4,46.8757,9,1,70
8834,Part Time Love,Ann Peebles,0.777,0.457,0,-11.894,1,0.0333,0.0621,0.000265,0.137,0.854,99.646,174973,4,25.14394,10,1,70
8836,I'm On Fire,5000 Volts,0.554,0.793,0,-9.428,1,0.0355,0.0298,0.0,0.498,0.924,138.549,157293,4,38.76949,7,1,70
8842,Let Me In,The Osmonds,0.18,0.453,0,-10.914,1,0.0336,0.678,0.0,0.375,0.427,164.328,219173,4,40.40943,9,1,70
8844,Love Is Like Oxygen,Sweet,0.567,0.455,9,-9.896,0,0.0479,0.242,2.79e-06,0.118,0.58,123.416,227533,4,66.63419,12,1,70
8845,Take Me To The River,Syl Johnson,0.922,0.737,9,-8.367,1,0.041,0.0368,0.716,0.0929,0.905,114.261,185907,4,24.06369,10,1,70
8848,Can I Get A Witness,Lee Michaels,0.654,0.82,0,-9.006,1,0.0565,0.212,3.81e-06,0.168,0.909,139.075,184146,4,35.22998,10,1,70
8850,Boogie Woogie Bugle Boy,Bette Midler,0.658,0.647,0,-6.787,1,0.137,0.659,0.0,0.174,0.825,98.49,137173,4,92.50927,4,1,70
8851,I'll Make You Music,Beverly Bremers,0.465,0.398,4,-13.718,0,0.0309,0.597,3.5e-06,0.386,0.661,116.182,203051,3,25.41398,11,1,70
8852,Skin Tight,Ohio Players,0.828,0.611,7,-12.749,1,0.0393,0.0399,0.0116,0.104,0.835,110.169,474267,4,24.82113,20,1,70
8855,California My Way,The Main Ingredient,0.634,0.785,7,-7.683,1,0.035,0.485,0.012,0.109,0.933,94.682,277413,4,62.7988,11,1,70
8857,Somethin' 'bout 'cha,Latimore,0.543,0.725,6,-6.298,0,0.0778,0.827,7.53e-05,0.629,0.782,107.526,281785,4,38.27398,13,1,70
8860,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,0.335,0.303,9,-10.943,1,0.0315,0.932,0.0271,0.0907,0.186,114.224,184800,4,16.95608,12,1,70
8865,Hotel California,Eagles,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,23.53346,19,1,70
8867,(If Loving You Is Wrong) I Don't Want To Be Right,Luther Ingram,0.502,0.451,4,-7.423,0,0.0438,0.283,0.0,0.154,0.531,140.474,216800,4,35.32978,8,1,70
8868,Happy Anniversary,Little River Band,0.72,0.584,2,-10.037,1,0.0421,0.592,7.49e-06,0.23,0.914,128.871,246253,4,31.70182,8,1,70
8870,Love Gonna Pack Up (And Walk Out),The Persuaders,0.647,0.443,9,-11.263,0,0.0486,0.525,0.0,0.039,0.77,133.296,200173,4,54.59848,10,1,70
8872,Y.M.C.A.,Village People,0.75,0.785,6,-10.926,1,0.0591,0.0278,0.0,0.0601,0.752,126.361,286667,4,27.6404,13,1,70
8874,Here Comes That Rainy Day Feeling Again,The Fortunes,0.754,0.708,5,-8.119,1,0.0585,0.351,0.0,0.0938,0.804,120.895,172160,4,37.21378,8,1,70
8875,My Baby's Baby,Liquid Gold,0.777,0.608,0,-11.725,1,0.0733,0.0341,0.31,0.0636,0.803,131.163,371640,4,22.39546,18,1,70
8876,Ridin' My Thumb To Mexico,Johnny Rodriguez,0.628,0.321,1,-9.718,1,0.0292,0.972,1.01e-05,0.253,0.666,90.259,126200,4,36.82787,6,1,70
8879,Power Of Love,Martha Reeves,0.669,0.85,2,-6.274,1,0.0603,0.191,6.37e-05,0.0644,0.878,113.03,204133,4,33.97471,9,1,70
8881,Reach Out I'll Be There,Diana Ross,0.345,0.589,4,-8.672,0,0.0967,0.687,0.000654,0.0807,0.658,167.528,334973,4,44.55142,15,1,70
8882,Volcano,Jimmy Buffett,0.652,0.474,5,-14.436,1,0.204,0.332,1.03e-06,0.0993,0.88,176.966,219893,4,43.46763,10,1,70
8884,Tired Of Being Alone,Al Green,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,172320,4,43.95453,9,1,70
8886,Desdemona,The Searchers,0.425,0.848,6,-7.96,0,0.102,0.000401,0.0,0.0857,0.586,112.912,139787,4,26.96788,7,1,70
8890,Be My Girl,The Dramatics,0.57,0.31,0,-14.151,1,0.0291,0.556,6.08e-05,0.122,0.462,74.989,271467,4,51.76876,12,1,70
8895,Saturday Nite,"Earth, Wind & Fire",0.663,0.729,4,-10.704,1,0.0556,0.117,0.0138,0.672,0.963,106.213,242067,4,41.23818,11,1,70
8896,Bell Bottom Blues,Derek & The Dominos,0.404,0.695,2,-6.162,1,0.034,0.587,0.0383,0.159,0.646,133.135,301720,4,33.6108,11,1,70
8899,Way Back Home,The Jazz Crusaders,0.554,0.704,1,-9.014,1,0.041,0.0961,0.0511,0.0584,0.841,176.895,242680,4,37.7773,11,1,70
8901,Let's Be Young Tonight,Jermaine Jackson,0.511,0.725,5,-10.668,0,0.0592,0.134,0.0,0.925,0.808,126.15,307293,4,15.20472,16,1,70
8902,Ooh Baby Baby,Linda Ronstadt,0.46,0.264,7,-9.492,1,0.0329,0.771,9.92e-05,0.0962,0.337,166.446,201800,3,39.47818,10,1,70
8903,Vanilla Ólay,Jackie DeShannon,0.749,0.571,8,-9.208,1,0.0288,0.651,0.00211,0.0679,0.948,131.247,182067,4,30.92375,10,1,70
8904,Love Me,The Rascals,0.455,0.671,7,-8.926,0,0.0323,0.224,0.0,0.316,0.66,136.206,123600,4,51.87456,5,1,70
8911,You Got That Right,Lynyrd Skynyrd,0.537,0.702,0,-10.973,1,0.033,0.0244,0.0505,0.21,0.954,146.208,227293,4,27.29937,13,1,70
8914,The Mosquito,The Doors,0.401,0.707,0,-12.741,0,0.0733,0.00254,0.447,0.0818,0.823,147.712,319493,4,47.69085,14,1,70
8915,I Wanna Get Next To You,Rose Royce,0.62,0.179,0,-19.981,1,0.0314,0.835,0.03,0.0928,0.675,130.864,238200,4,46.60218,11,1,70
8917,Take It Back,The J. Geils Band,0.894,0.79,9,-6.446,0,0.0386,0.0889,0.0104,0.048,0.969,113.072,199867,4,35.77476,11,1,70
8918,Sunset Strip,Ray Stevens,0.21,0.386,7,-15.561,0,0.0484,0.614,2.09e-05,0.269,0.396,167.514,217267,4,25.97779,10,1,70
8919,"Another Time, Another Place",Engelbert Humperdinck,0.408,0.817,10,-9.12,0,0.282,0.155,0.0,0.303,0.553,157.244,185840,4,34.47562,9,1,70
